PLR_NAME,Player,Team ABR,Team,RK,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS.1,LNG,TD,FF,FR,FTD,Position,College,School,Conference
Josh Blackwell,Josh Blackwell,CHI,Chicago,667,15,9,2,11,0.0,0,0,2,1,10,10,0,0,0,0,DB,Duke,Duke,ACC
Tycen Anderson,Tycen Anderson,CIN,Cincinnati,667,15,10,1,11,0.0,0,0,0,0,0,0,0,0,0,0,DB,Toledo,Toledo,MAC
Jon Rhattigan,Jon Rhattigan,CAR,Carolina,667,14,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0,LB,Army,Army West Point,The American
Javontae Jean-Baptiste,Javontae Jean-Baptiste,WSH,Washington,667,10,5,6,11,1.0,6,1,0,0,0,0,0,0,0,0,DE,Notre Dame,Notre Dame,FBS Independent
Nathaniel Watson,Nathaniel Watson,CLE,Cleveland,667,12,8,3,11,0.0,0,0,0,0,0,0,0,0,0,0,LB,Mississippi State,Mississippi St.,SEC
Hunter Luepke,Hunter Luepke,DAL,Dallas,667,14,3,8,11,0.0,0,0,0,0,0,0,0,0,0,0,RB,North Dakota State,NC State,ACC
Jowon Briggs,Jowon Briggs,CLE,Cleveland,667,4,1,10,11,0.0,0,1,0,0,0,0,0,0,1,0,DT,Cincinnati,Cincinnati,Big 12
Drake Thomas,Drake Thomas,SEA,Seattle,667,15,3,8,11,0.0,0,0,1,0,0,0,0,0,0,0,LB,North Carolina State,North Carolina,ACC
Jacoby Windmon,Jacoby Windmon,CAR,Carolina,667,6,6,5,11,1.0,3,1,1,0,0,0,0,0,0,0,LB,Michigan State,Michigan,Big Ten
Jeremiah Trotter Jr.,Jeremiah Trotter,PHI,Philadelphia,667,15,6,5,11,0.0,0,0,1,0,0,0,0,0,0,0,LB,Clemson,Clemson,ACC
Tyler Owens,Tyler Owens,WSH,Washington,667,12,7,4,11,0.0,0,0,0,0,0,0,0,1,0,0,DB,Texas Tech,Texas Tech,Big 12
Mike Hall Jr.,Jeremiah Pharms Jr.,CLE,New England,667,6,6,5,11,1.0,5,3,0,0,0,0,0,0,0,0,DT,Friends (KS),,
Carlos Watkins,Carlos Watkins,WSH/DAL,Dallas,692,14,3,7,10,0.0,0,0,0,0,0,0,0,0,0,0,DE,Clemson,Clemson,ACC
Kevin King,Kevin King,ATL,Atlanta,692,15,6,4,10,0.0,0,0,2,0,0,0,0,0,1,0,DB,Washington,Washington,Big Ten
Siran Neal,Siran Neal,MIA,Miami,692,15,8,2,10,0.0,0,0,2,0,0,0,0,0,0,0,DB,Jacksonville State,Jacksonville St.,CUSA
Bilal Nichols,Bilal Nichols,ARI,Arizona,692,6,6,4,10,0.0,0,1,0,0,0,0,0,0,0,0,DT,Delaware,,
Greg Stroman Jr.,Greg Stroman,NYG,NY Giants,692,4,9,1,10,0.0,0,0,0,0,0,0,0,0,0,0,DB,Virginia Tech,Virginia Tech,ACC
Ezekiel Turner,Ezekiel Turner,HOU/DET,Detroit,692,8,7,3,10,0.5,4,0,0,0,0,0,0,0,0,0,LB,Washington,Washington,Big Ten
Bryce Huff,Bryce Huff,PHI,Philadelphia,692,10,5,5,10,2.5,25,3,0,0,0,0,0,1,0,0,LB,Memphis,Memphis,The American
Brenden Schooler,Brenden Schooler,NE,New England,692,15,9,1,10,2.0,16,2,0,0,0,0,0,0,0,0,DB,Texas,Texas,SEC
Darrick Forrest,Darrick Forrest,WSH,Washington,692,8,5,5,10,0.0,0,0,0,0,0,0,0,0,0,0,DB,Cincinnati,Cincinnati,Big 12
Cory Durden,Cory Durden,NYG,NY Giants,692,3,4,6,10,0.0,0,1,0,0,0,0,0,0,0,0,DT,North Carolina State,North Carolina,ACC
Caleb Farley,Caleb Farley,CAR,Carolina,692,7,6,4,10,0.0,0,0,0,0,0,0,0,0,0,0,DB,Virginia Tech,Virginia Tech,ACC
Brady Russell,Brady Russell,SEA,Seattle,692,11,6,4,10,0.0,0,0,0,0,0,0,0,0,0,0,TE,Colorado,Colorado,Big 12
Kalia Davis,Kalia Davis,SF,San Francisco,692,11,5,5,10,0.0,0,0,1,1,2,2,0,0,0,0,DT,Central Florida,Florida,SEC
Derrick Barnes,Derrick Barnes,DET,Detroit,692,3,8,2,10,0.0,0,0,1,0,0,0,0,0,0,0,LB,Purdue,Purdue,Big Ten
Brenton Cox Jr.,Brenton Cox,GB,Green Bay,692,5,6,4,10,3.0,22,4,0,0,0,0,0,1,0,0,LB,Florida,Florida,SEC
Daniel Hardy,Daniel Hardy,CHI,Chicago,692,15,7,3,10,0.0,0,0,0,0,0,0,0,1,0,0,LB,Montana State,NC State,ACC
Dylan Horton,Dylan Horton,HOU,Houston,692,11,2,8,10,0.0,0,0,0,0,0,0,0,0,0,0,DE,Texas Christian,Texas,SEC
Jonathan Harris,Jonathan Harris,CAR,Carolina,692,7,4,6,10,0.0,0,1,0,0,0,0,0,0,1,0,DE,Lindenwood,,
AJ Finley,A.J. Finley,LAC/SEA,Seattle,692,12,6,4,10,0.0,0,0,0,0,0,0,0,0,0,0,DB,Mississippi,Mississippi St.,SEC
Kelee Ringo,Kelee Ringo,PHI,Philadelphia,692,15,8,2,10,0.0,0,0,0,0,0,0,0,1,1,0,DB,Georgia,Georgia,SEC
Jordan Jefferson,Jordan Jefferson,JAX,Jacksonville,692,6,5,5,10,1.0,9,1,0,0,0,0,0,0,0,0,DT,Louisiana State,Louisiana,Sun Belt
Tre Hawkins III,Tre Hawkins,NYG,NY Giants,692,3,8,2,10,0.0,0,0,2,1,0,0,0,0,0,0,DB,Old Dominion,Old Dominion,Sun Belt
McKinnley Jackson,McKinnley Jackson,CIN,Cincinnati,692,11,4,6,10,1.0,7,2,0,0,0,0,0,1,0,0,DT,Texas A&M,Texas A&M,SEC
Haason Reddick,Haason Reddick,NYJ,NY Jets,715,8,6,3,9,0.5,4,2,1,0,0,0,0,0,0,0,LB,Temple,Temple,The American
Al-Quadin Muhammad,Al-Quadin Muhammad,DET,Detroit,715,7,7,2,9,2.0,14,3,1,0,0,0,0,0,0,0,DL,Miami,Miami (FL),ACC
Takk McKinley,Jordon Riley,NYJ,New York Giants,715,7,4,5,9,0.5,3,1,0,0,0,0,0,0,0,0,DT,Oregon,Oregon,Big Ten
Mike Edwards,Mike Edwards,BUF/TB,Tampa Bay,715,6,4,5,9,0.0,0,0,1,0,0,0,0,0,0,0,DB,Kentucky,Kentucky,SEC
Mike Edwards,Mike Edwards,BUF/TB,Buffalo,715,6,4,5,9,0.0,0,0,1,0,0,0,0,0,0,0,OG,Campbell,,
Dre Greenlaw,Dre Greenlaw,SF,San Francisco,715,2,3,6,9,0.0,0,0,0,0,0,0,0,0,0,0,LB,Arkansas,Arkansas,SEC
Feleipe Franks,Feleipe Franks,CAR,Carolina,715,14,6,3,9,0.0,0,0,0,0,0,0,0,0,1,0,TE,Arkansas,Arkansas,SEC
Elijah Garcia,Elijah Garcia,NYG,NY Giants,715,3,4,5,9,0.0,0,1,0,0,0,0,0,0,0,0,DT,Rice,Rice,The American
Ashton Dulin,Ashton Dulin,IND,Indianapolis,715,13,7,2,9,0.0,0,0,0,0,0,0,0,0,0,0,WR,Malone (OH),,
Del'Shawn Phillips,Del'Shawn Phillips,HOU,Houston,715,15,4,5,9,0.0,0,0,0,0,0,0,0,0,0,0,LB,Illinois,Illinois,Big Ten
Jordon Riley,Jordon Riley,NYG,NY Giants,715,11,6,3,9,0.0,0,2,0,0,0,0,0,0,0,0,DT,Oregon,Oregon,Big Ten
Jacob Hummel,Jordan Magee,LAR,Washington Commanders,715,15,6,3,9,0.0,0,0,0,0,0,0,0,0,0,0,LB,Temple,Temple,The American
Matthew Butler,Matthew Butler,LV,Las Vegas,715,7,4,5,9,0.0,0,0,0,0,0,0,0,0,0,0,DT,Tennessee,Tennessee,SEC
Vi Jones,Levi Jones,TB,Tampa Bay,715,7,5,4,9,0.0,0,0,0,0,0,0,0,2,0,0,LB,North Carolina State,North Carolina,ACC
Xavier Thomas,Xavier Thomas,ARI,Arizona,715,12,5,4,9,2.5,13,2,0,0,0,0,0,1,0,0,LB,Clemson,Clemson,ACC
Keondre Coburn,Keondre Coburn,TEN,Tennessee,715,13,5,4,9,0.0,0,0,0,0,0,0,0,0,0,0,DT,Texas,Texas,SEC
Rico Payton,Rico Payton,NO,New Orleans,715,13,5,4,9,0.0,0,0,1,0,0,0,0,0,0,0,DB,Pittsburg State,NC State,ACC
Andrew Booth Jr.,Andrew Booth,DAL,Dallas,715,5,7,2,9,0.0,0,0,0,0,0,0,0,0,0,0,DB,Clemson,Clemson,ACC
DeWayne Carter,DeWayne Carter,BUF,Buffalo,715,9,8,1,9,0.0,0,4,1,0,0,0,0,0,0,0,DT,Duke,Duke,ACC
Jordan Magee,Jordan Magee,WSH,Washington,715,8,7,2,9,0.0,0,0,0,0,0,0,0,0,0,0,LB,Temple,Temple,The American
Mekhi Wingo,Mekhi Wingo,DET,Detroit,715,11,1,8,9,0.0,0,0,0,0,0,0,0,0,0,0,DT,Louisiana State,Louisiana,Sun Belt
Dallis Flowers,Dallis Flowers,IND/TB,Tampa Bay,715,5,9,0,9,0.0,0,1,0,0,0,0,0,0,0,0,DB,Pittsburg State,NC State,ACC
Adam Gotsis,Jeremiah Moon,IND,Pittsburgh Steelers,736,5,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Florida,Florida,SEC
John Johnson III,John Johnson,LAR,LA Rams,736,2,4,4,8,0.0,0,0,1,1,0,0,0,0,0,0,DB,Boston College,Boston College,ACC
Demone Harris,Demone Harris,ATL,Atlanta,736,7,3,5,8,0.0,0,1,1,0,0,0,0,0,0,0,DE,Buffalo,Buffalo,MAC
Michael Davis,Michael Davis,WSH,Washington,736,13,1,7,8,0.0,0,0,1,0,0,0,0,0,0,0,DB,Brigham Young,BYU,Big 12
Uchenna Nwosu,Uchenna Nwosu,SEA,Seattle,736,4,3,5,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Southern California,Southern California,Big Ten
Kendall Sheffield,Kendall Sheffield,NYJ,NY Jets,736,5,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0,DB,Ohio State,Ohio State,Big Ten
Elijah Campbell,Elijah Campbell,MIA,Miami,736,15,5,3,8,0.0,0,1,0,0,0,0,0,1,0,0,DB,Northern Iowa,Iowa,Big Ten
Sam Kamara,Sam Kamara,CLE,Cleveland,736,9,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0,DE,Stony Brook,,
Jeremiah Moon,Jeremiah Moon,PIT,Pittsburgh,736,11,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Florida,Florida,SEC
Caleb Johnson,Caleb Johnson,JAX,Jacksonville,736,15,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Houston Baptist,Houston,Big 12
James Houston,James Houston,CLE/DET,Cleveland,736,9,5,3,8,1.0,5,1,0,0,0,0,0,0,0,0,DE,Jackson State,NC State,ACC
Buddy Johnson,Buddy Johnson,DAL,Dallas,736,12,3,5,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Texas A&M,Texas A&M,SEC
Jeff Okudah,Jeffrey Okudah,HOU,Houston,736,5,7,1,8,0.0,0,0,0,0,0,0,0,0,0,0,DB,Ohio State,Ohio State,Big Ten
Arron Mosby,Arron Mosby,GB,Green Bay,736,13,5,3,8,0.5,4,1,1,0,0,0,0,0,0,0,LB,Fresno State,Fresno St.,Mountain West
Josh Ross,Josh Ross,BAL/SEA,Seattle,736,15,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Michigan,Michigan,Big Ten
Malik Herring,Malik Herring,KC,Kansas City,736,11,5,3,8,0.0,0,1,0,0,0,0,0,0,0,0,DE,Georgia,Georgia,SEC
Nesta Jade Silvera,Nesta Jade Silvera,LV,San Francisco,736,7,2,6,8,0.0,0,0,0,0,0,0,0,0,0,0,DT,Arizona State,Arizona,Big 12
Joe Andreessen,Joe Andreessen,BUF,Buffalo,736,11,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Buffalo,Buffalo,MAC
Jalyn Armour-Davis,Jalyn Armour-Davis,BAL,Baltimore,736,7,6,2,8,0.0,0,0,1,0,0,0,0,0,0,0,DB,Alabama,Alabama,SEC
David Ojabo,David Ojabo,BAL,Baltimore,736,11,5,3,8,2.0,11,2,0,0,0,0,0,0,0,0,LB,Michigan,Michigan,Big Ten
JL Skinner,JL Skinner,DEN,Denver,736,12,4,4,8,0.0,0,0,0,0,0,0,0,0,1,0,DB,Boise State,Boise St.,Mountain West
Kris Abrams-Draine,Kris Abrams-Draine,DEN,Denver,736,3,5,3,8,0.0,0,0,2,1,17,17,0,0,0,0,DB,Missouri,Missouri,SEC
Alex Wright,Alex Wright,CLE,Cleveland,736,4,5,3,8,1.0,2,1,0,0,0,0,0,0,0,0,DE,Alabama-Birmingham,Alabama,SEC
Bo Richter,Bo Richter,MIN,Minnesota,736,12,5,3,8,0.0,0,0,0,0,0,0,0,0,1,0,LB,Air Force,Air Force,Mountain West
Qwan'tez Stiggers,Qwan'tez Stiggers,NYJ,NY Jets,736,13,7,1,8,0.0,0,0,0,0,0,0,0,0,0,0,DB,--,,
C.J. Goodwin,C.J. Goodwin,DAL,Dallas,761,15,7,0,7,0.0,0,0,0,0,0,0,0,1,0,0,DB,California (PA),California,ACC
Fabian Moreau,Fabian Moreau,MIN,Minnesota,761,7,6,1,7,0.0,0,0,1,0,0,0,0,0,0,0,DB,UCLA,UCLA,Big Ten
Javon Hargrave,Javon Hargrave,SF,San Francisco,761,3,4,3,7,1.0,9,1,0,0,0,0,0,0,0,0,DT,South Carolina State,South Carolina,SEC
KhaDarel Hodge,Khadarel Hodge,ATL,Atlanta,761,15,4,3,7,0.0,0,1,0,0,0,0,0,0,1,1,WR,Prairie View A&M,Texas A&M,SEC
Antonio Hamilton Sr.,Antonio Hamilton,ATL,Atlanta,761,11,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,South Carolina State,South Carolina,SEC
Jamal Adams,Jamal Adams,DET/TEN,Detroit,761,5,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Louisiana State,Louisiana,Sun Belt
Jihad Ward,Jihad Ward,MIN,Minnesota,761,15,5,2,7,1.0,4,1,1,0,0,0,0,0,1,0,LB,Illinois,Illinois,Big Ten
Trent Sherfield Sr.,Trent Sherfield,MIN,Minnesota,761,15,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0,WR,Vanderbilt,Vanderbilt,SEC
Terrell Edmunds,,PIT/JAX,,761,6,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,,,,
Irvin Charles,Irvin Charles,NYJ,NY Jets,761,13,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,WR,Indiana (PA),Indiana,Big Ten
Daniel Thomas,Daniel Thomas,JAX,Jacksonville,761,13,3,4,7,0.0,0,0,0,0,0,0,0,0,1,0,DB,Auburn,Auburn,SEC
DJ Turner,DJ Turner,LV,Cincinnati,761,12,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Michigan,Michigan,Big Ten
Cedrick Wilson Jr.,Cedrick Wilson,NO,New Orleans,761,12,2,5,7,0.0,0,0,0,0,0,0,0,0,0,0,WR,Boise State,Boise St.,Mountain West
Travis Homer,Travis Homer,CHI,Chicago,761,10,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0,RB,Miami,Miami (FL),ACC
Myles Bryant,Myles Bryant,HOU,Houston,761,9,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Washington,Washington,Big Ten
Tarvarius Moore,Tarvarius Moore,CHI,Chicago,761,10,7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southern Mississippi,Southern Miss.,Sun Belt
Sam Franklin Jr.,Sam Franklin,CAR,Carolina,761,8,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Temple,Temple,The American
Marcelino McCrary-Ball,Marcelino McCrary-Ball,NYJ,NY Jets,761,10,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0,LB,Indiana,Indiana,Big Ten
Khaleke Hudson,Khaleke Hudson,CLE/NO,Cleveland,761,15,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,LB,Michigan,Michigan,Big Ten
Chandler Wooten,Chandler Wooten,CAR,San Francisco,761,3,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0,LB,Auburn,Auburn,SEC
Ali Gaye,Ali Gaye,TEN,Tennessee,761,13,6,1,7,1.0,10,2,0,0,0,0,0,0,0,0,LB,Louisiana State,Louisiana,Sun Belt
Kemon Hall,Kemon Hall,DAL,Dallas,761,6,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,North Texas,North Texas,The American
Dominique Robinson,Dominique Robinson,CHI,Chicago,761,4,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0,LB,Miami (OH),Miami (OH),MAC
Rodney Thomas II,Rodney Thomas,IND,Indianapolis,761,15,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Yale,,
JuJu Brents,JuJu Smith-Schuster,IND,Kansas City,761,1,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern California,Southern California,Big Ten
Myles Cole,Myles Cole,JAX,Jacksonville,761,6,4,3,7,0.0,0,1,0,0,0,0,0,0,0,0,DE,Texas Tech,Texas Tech,Big 12
Ryan Miller,Ryan Miller,TB,Tampa Bay,761,9,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,WR,Furman,,
Keidron Smith,Keidron Smith,DEN,Denver,761,9,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Kentucky,Kentucky,SEC
Cory Trice Jr.,Cory Trice,PIT,Pittsburgh,761,4,5,2,7,0.0,0,0,1,1,0,0,0,0,0,0,DB,Purdue,Purdue,Big Ten
Adetomiwa Adebawore,Adetomiwa Adebawore,IND,Indianapolis,761,15,5,2,7,1.0,8,3,0,0,0,0,0,0,0,0,DT,Northwestern,Northwestern,Big Ten
Emmanuel Forbes Jr.,Emmanuel Forbes,WSH,LA Rams,761,6,2,5,7,0.0,0,0,1,1,19,19,0,0,0,0,DB,Mississippi State,Mississippi St.,SEC
Sanoussi Kane,Sanoussi Kane,BAL,Baltimore,761,13,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Purdue,Purdue,Big Ten
Ruke Orhorhoro,Ruke Orhorhoro,ATL,Atlanta,761,6,3,4,7,0.0,0,1,0,0,0,0,0,0,0,0,DT,Clemson,Clemson,ACC
Nehemiah Pritchett,Nehemiah Pritchett,SEA,Seattle,761,9,4,3,7,0.0,0,0,1,0,0,0,0,0,0,0,DB,Auburn,Auburn,SEC
Ty'Ron Hopper,Ty'Ron Hopper,GB,Green Bay,761,14,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,LB,Missouri,Missouri,SEC
Amare Barno,Amaré Barno,CAR,Carolina,761,4,4,3,7,1.0,3,1,0,0,0,0,0,0,0,0,LB,Virginia Tech,Virginia Tech,ACC
Art Green,Art Green,NYG,NY Giants,761,7,5,2,7,0.0,0,0,0,0,0,0,0,1,0,0,DB,Houston,Houston,Big 12
Marcellas Dial Jr.,Marcellas Dial,NE,New England,761,15,2,5,7,0.0,0,0,0,0,0,0,0,1,0,0,DB,South Carolina,South Carolina,SEC
Sione Vaki,Sione Vaki,DET,Detroit,761,14,7,0,7,0.0,0,0,0,0,0,0,0,1,0,0,RB,Utah,Utah,Big 12
Jordan Phillips,Jordan Phillips,BUF/DAL,Buffalo,800,7,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0,DT,Oklahoma,Oklahoma,SEC
Dare Ogunbowale,Dare Ogunbowale,HOU,Houston,800,15,3,3,6,0.0,0,0,0,0,0,0,0,1,0,0,RB,Wisconsin,Wisconsin,Big Ten
Cameron Sutton,Cameron Sutton,PIT,Pittsburgh,800,7,1,5,6,0.0,0,0,2,0,0,0,0,0,0,0,DB,Tennessee,Tennessee,SEC
Mike Ford Jr.,Mike Ford,CLE,Cleveland,800,15,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southeast Missouri State,Missouri,SEC
M.J. Stewart,M.J. Stewart,HOU,Houston,800,13,3,3,6,0.0,0,0,0,0,0,0,0,0,1,0,DB,North Carolina,North Carolina,ACC
Derrick Nnadi,Derrick Nnadi,KC,Kansas City,800,15,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0,DT,Florida State,Florida,SEC
Armon Watts,Armon Watts,NYG,NY Giants,800,4,3,3,6,0.0,0,2,0,0,0,0,0,0,0,0,DT,Arkansas,Arkansas,SEC
Myles Adams,Myles Adams,SEA/DET,Detroit,800,5,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0,DE,Rice,Rice,The American
Lonnie Johnson Jr.,Lonnie Johnson,CAR,Carolina,800,14,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0,DB,Kentucky,Kentucky,SEC
Jayden Peevy,Jayden Peevy,CAR,Houston,800,4,2,4,6,1.5,3,1,1,0,0,0,0,1,0,0,DE,Texas A&M,Texas A&M,SEC
Markquese Bell,Markquese Bell,DAL,Dallas,800,9,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0,DB,Florida A&M,Florida,SEC
Connor Heyward,Connor Heyward,PIT,Pittsburgh,800,15,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0,RB,Michigan State,Michigan,Big Ten
Jaelan Phillips,Jaelan Phillips,MIA,Miami,800,4,2,4,6,1.0,6,1,2,0,0,0,0,0,0,0,LB,Miami,Miami (FL),ACC
Kurt Hinish,Kurt Hinish,HOU,Houston,800,8,1,5,6,0.0,0,0,0,0,0,0,0,0,0,0,DT,Notre Dame,Notre Dame,FBS Independent
Jonathan Ford,Jonathan Ford,CHI,Chicago,800,2,1,5,6,0.0,0,1,0,0,0,0,0,0,0,0,DT,Miami,Miami (FL),ACC
Brian Asamoah II,Brian Asamoah,MIN,Minnesota,800,15,4,2,6,0.0,0,0,0,0,0,0,0,1,0,0,LB,Oklahoma,Oklahoma,SEC
Desjuan Johnson,Desjuan Johnson,LAR,LA Rams,800,8,1,5,6,0.0,0,0,0,0,0,0,0,0,0,0,DE,Toledo,Toledo,MAC
Christian Barmore,Christian Barmore,NE,New England,800,4,6,0,6,1.0,2,1,0,0,0,0,0,0,0,0,DT,Alabama,Alabama,SEC
Cameron McGrone,Cameron McGrone,IND,Indianapolis,800,8,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0,LB,Michigan,Michigan,Big Ten
Tyler Allgeier,Tyler Allgeier,ATL,Atlanta,800,15,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0,RB,Brigham Young,BYU,Big 12
Scott Matlock,Scott Matlock,LAC,LA Chargers,800,15,2,4,6,1.0,6,1,1,0,0,0,0,0,0,0,RB,Boise State,Boise St.,Mountain West
Chris Smith II,Chris Smith,LV,Detroit,800,15,2,4,6,0.0,0,0,0,0,0,0,0,0,0,0,DT,Notre Dame,Notre Dame,FBS Independent
Dareke Young,Dareke Young,SEA,Seattle,800,12,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0,WR,Lenoir-Rhyne,,
Corey Ballentine,Corey Ballentine,GB,Green Bay,800,12,6,0,6,0.0,0,0,0,0,0,0,0,1,0,0,DB,Washburn,,
Cade Stover,Cade Stover,HOU,Houston,800,13,6,0,6,0.0,0,0,0,0,0,0,0,0,0,0,TE,Ohio State,Ohio State,Big Ten
Kei'Trel Clark,Kei'Trel Clark,ARI,Arizona,800,13,4,2,6,1.0,0,1,0,0,0,0,0,0,0,0,DB,Louisville,Louisville,ACC
Braiden McGregor,Braiden McGregor,NYJ,NY Jets,800,7,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0,DE,Michigan,Michigan,Big Ten
Will Shipley,Will Shipley,PHI,Philadelphia,800,15,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0,RB,Clemson,Clemson,ACC
Ennis Rakestraw Jr.,Ennis Rakestraw,DET,Detroit,800,8,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0,DB,Missouri,Missouri,SEC
Darius Robinson,Darius Robinson,ARI,Arizona,800,4,1,5,6,1.0,0,0,0,0,0,0,0,0,0,0,DT,Missouri,Missouri,SEC
Deane Leonard,Deane Leonard,LAC,LA Chargers,800,9,4,2,6,0.0,0,0,2,0,0,0,0,0,0,0,DB,Mississippi,Mississippi St.,SEC
Thomas Incoom,Thomas Incoom,CAR,Carolina,800,7,6,0,6,0.0,0,1,0,0,0,0,0,0,0,0,LB,Central Michigan,Michigan,Big Ten
Casey Kreiter,Casey Kreiter,NYG,NY Giants,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,LS,Iowa,Iowa,Big Ten
Michael Burton,Michael Burton,DEN,Denver,832,15,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0,RB,Rutgers,Rutgers,Big Ten
Dean Lowry,Dean Lowry,PIT,Pittsburgh,832,12,1,4,5,1.0,0,0,1,0,0,0,0,0,0,0,DT,Northwestern,Northwestern,Big Ten
Eli Ankou,,BUF,,832,2,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0,,,,
Tony Brown II,Tony Brown,CLE,Cleveland,832,6,2,3,5,0.0,0,0,0,0,0,0,0,1,0,0,DB,Alabama,Alabama,SEC
Marquis Haynes Sr.,Marquis Hayes,CAR,Green Bay,832,2,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,OG,Oklahoma,Oklahoma,SEC
Mitchell Fraboni,MItchell Fraboni,DEN,Denver,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,LS,Arizona State,Arizona,Big 12
Arthur Maulet,Arthur Maulet,BAL,Baltimore,832,3,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,DB,Memphis,Memphis,The American
Kris Boyd,Kris Boyd,HOU,Houston,832,15,2,3,5,0.0,0,0,0,0,0,0,0,0,1,0,DB,Texas,Texas,SEC
Adam Prentice,Adam Prentice,NO,New Orleans,832,14,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,RB,South Carolina,South Carolina,SEC
Charlie Woerner,Charlie Woerner,ATL,Atlanta,832,14,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,TE,Georgia,Georgia,SEC
Janarius Robinson,Janarius Robinson,LV,Las Vegas,832,10,2,3,5,0.5,5,0,1,0,0,0,0,0,0,0,DE,Florida State,Florida,SEC
Ben Skowronek,Ben Skowronek,PIT,Pittsburgh,832,9,2,3,5,0.0,0,0,0,0,0,0,0,0,2,0,WR,Notre Dame,Notre Dame,FBS Independent
Shaq Quarterman,Shaquille Quarterman,LAC/CAR,LA Chargers,832,9,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0,LB,Miami,Miami (FL),ACC
Kylen Granson,Kylen Granson,IND,Indianapolis,832,15,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0,TE,Southern Methodist,Ga. Southern,Sun Belt
Avery Williams,Avery Williams,ATL,Atlanta,832,15,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0,RB,Boise State,Boise St.,Mountain West
David Moore,David Moore,CAR,Carolina,832,15,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,East Central (OK),East,Sun Belt
DeeJay Dallas,DeeJay Dallas,ARI,Arizona,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,RB,Miami,Miami (FL),ACC
Joey Blount,Joey Blount,ARI,Arizona,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,DB,Virginia,Virginia,ACC
Laviska Shenault Jr.,Laviska Shenault,LAC/SEA,LA Chargers,832,12,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,Colorado,Colorado,Big 12
