PLR_NAME,Player,Team ABR,Team,RK,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS.1,LNG,TD,FF,FR,FTD,Position,College
Chris Godwin,Chris Godwin,TB,Tampa Bay,1014,7,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Penn State
Tyreek Hill,Tyreek Hill,MIA,Miami,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,West Alabama
Curtis Samuel,Curtis Samuel,BUF,Buffalo,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Ohio State
Marcus Davenport,Marcus Davenport,DET,Detroit,1014,2,1,1,2,0.5,4,0,0,0,0,0,0,0,0,0,DE,Texas-San Antonio
Drew Sample,Drew Sample,CIN,Cincinnati,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0,TE,Washington
Courtland Sutton,Courtland Sutton,DEN,Denver,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern Methodist
Kyle Peko,Kyle Peko,DET,Detroit,1014,5,1,1,2,0.0,0,1,0,0,0,0,0,0,0,0,DT,Oregon State
Kolton Miller,Kolton Miller,LV,Las Vegas,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,OT,UCLA
Ronnie Harrison Jr.,Ronnie Harrison,IND,Indianapolis,1014,8,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0,DB,Alabama
Patrick Mekari,Patrick Mekari,BAL,Baltimore,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,OT,California
Christian Kirk,Christian Kirk,JAX,Jacksonville,1014,8,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas A&M
Rock Ya-Sin,Rock Ya-Sin,SF,San Francisco,1014,11,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0,DB,Temple
Sam Darnold,Sam Darnold,MIN,Minnesota,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,QB,Southern California
Rex Sunahara,Rex Sunahara,CLE,Cleveland,1014,10,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,West Virginia
Joe Gaziano,Joe Alt,JAX,LA Chargers,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,OT,Notre Dame
Lamar Jackson,Lamar Jackson,BAL,Baltimore,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,QB,Louisville
Lamar Jackson,Lamar Jackson,BAL,Atlanta,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,Nebraska
T.J. Smith,T.J. Smith,CAR,Carolina,1014,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,DT,Arkansas
Robert Hunt,Robert Hunt,CAR,Carolina,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,OG,Louisiana-Lafayette
Alec Ingold,Alec Ingold,MIA,Miami,1014,13,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Wisconsin
Andrew Wingard,Andrew Wingard,JAX,Jacksonville,1014,6,2,0,2,0.0,0,0,3,0,0,0,0,0,0,0,DB,Wyoming
Calvin Ridley,Calvin Ridley,TEN,Tennessee,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Alabama
Ross Matiscik,Ross Matiscik,JAX,Jacksonville,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,Baylor
Elerson G. Smith,Elerson Smith,CLE,Cleveland,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,LB,Northern Iowa
Robert Rochell,Robert Rochell,GB,Green Bay,1014,8,2,0,2,0.0,0,0,0,0,0,0,0,0,1,0,DB,Central Arkansas
Ko Kieft,Ko Kieft,TB,Tampa Bay,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Minnesota
Jack Stoll,Jack Stoll,MIA/PHI,Miami,1014,9,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Nebraska
Kene Nwangwu,Kene Nwangwu,NYJ,NY Jets,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0,RB,Iowa State
Michael Pittman Jr.,Michael Pittman,IND,Indianapolis,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern California
Khalil Herbert,Khalil Herbert,CHI/CIN,Cincinnati,1014,12,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Virginia Tech
Noah Fant,Noah Fant,SEA,Seattle,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Iowa
Jalen Virgil,Jalen Virgil,BUF,Buffalo,1014,7,2,0,2,0.0,0,0,0,0,0,0,0,0,1,0,WR,Appalachian State
Cole Christiansen,Cole Christiansen,KC,Kansas City,1014,9,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,LB,Army
Teven Jenkins,Teven Jenkins,CHI,Chicago,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,OG,Oklahoma State
Lil'Jordan Humphrey,Lil'Jordan Humphrey,DEN,Denver,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas
Jonathan Ward,Jonathan Ward,PIT,Pittsburgh,1014,4,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Central Michigan
Michael Jordan,Michael Jordan,NE,Green Bay,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,OG,Ohio State
Harrison Bryant,Harrison Bryant,LV,Las Vegas,1014,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Florida Atlantic
John Bates,John Bates,WSH,Washington,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Boise State
Tristan Wirfs,Tristan Wirfs,TB,Tampa Bay,1014,14,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,OT,Iowa
Damarri Mathis,Damarri Mathis,DEN,Denver,1014,8,0,2,2,0.0,0,0,1,0,0,0,0,0,0,0,DB,Pittsburgh
Cal Adomitis,Cal Adomitis,CIN,Cincinnati,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,Pittsburgh
Tylan Wallace,Tylan Wallace,BAL,Baltimore,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Oklahoma State
Neil Farrell,,MIA,,1014,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,,
Faion Hicks,,SEA,,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,,
Jake Ferguson,Jake Ferguson,DAL,Dallas,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Wisconsin
John Samuel Shenker,John Samuel Shenker,LV,Las Vegas,1014,6,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Auburn
Jordan Mims,Jordan Mims,NO,New Orleans,1014,9,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Fresno State
Marquise Blair,Blake Grupe,SEA,New Orleans Saints,1014,1,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,Place kicker,Notre Dame
Keith Taylor Jr.,Keith Taylor,KC,Kansas City,1014,9,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,Washington
Gabe Davis,Gabriel Davis,JAX,Jacksonville,1014,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Central Florida
Akayleb Evans,Akayleb Evans,MIN,Carolina,1014,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,Missouri
Tony Fields II,Tony Fields,CLE,LA Rams,1014,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,LB,West Virginia
Mike Greene,Mike Greene,TB,Tampa Bay,1014,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,DT,James Madison
Nico Collins,Nico Collins,HOU,Houston,1014,10,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Michigan
Peyton Hendershot,Peyton Hendershot,KC,Kansas City,1014,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Indiana
Bo Melton,Bo Melton,GB,Green Bay,1014,14,1,1,2,0.0,0,0,0,0,0,0,0,0,1,0,WR,Rutgers
Blake Grupe,Blake Grupe,NO,New Orleans,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,K,Notre Dame
Brandon Pili,Brandon Pili,MIA,Seattle,1014,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,DT,Southern California
Brayden Willis,Brayden Willis,SF,San Francisco,1014,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Oklahoma
Shaka Heyward,Shaka Heyward,CIN,Cincinnati,1014,4,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,LB,Duke
Simi Fehoko,Simi Fehoko,LAC,LA Chargers,1014,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Stanford
Chris Olave,Chris Olave,NO,New Orleans,1014,8,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Ohio State
Matt Araiza,Matt Araiza,KC,Kansas City,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,P,San Diego State
Dyami Brown,Dyami Brown,WSH,Washington,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,North Carolina
Patrick O'Connell,Patrick O'Connell,SEA,Seattle,1014,5,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,LB,Montana
Chris Smith,Chris Smith,DET,Detroit,1014,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,DT,Notre Dame
Charles Woods,Charles Woods,LAR,LA Rams,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southern Methodist
Payne Durham,Payne Durham,TB,Tampa Bay,1014,14,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Purdue
Isaac Guerendo,Isaac Guerendo,SF,San Francisco,1014,14,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Louisville
Brennan Jackson,Brennan Jackson,LAR,LA Rams,1014,5,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,LB,Washington State
Craig Reynolds,Craig Reynolds,DET,Detroit,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Kutztown
Roschon Johnson,Roschon Johnson,CHI,Chicago,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Texas
Jameson Williams,Jameson Williams,DET,Detroit,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Alabama
Puka Nacua,Puka Nacua,LAR,LA Rams,1014,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Brigham Young
Tatum Bethune,Tatum Bethune,SF,San Francisco,1014,9,0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,LB,Florida State
Kenny McIntosh,Kenny McIntosh,SEA,Seattle,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Georgia
Zion Logue,Zion Logue,BUF,Buffalo,1014,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,DT,Georgia
Rashee Rice,Rashee Rice,KC,Kansas City,1014,4,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0,WR,Southern Methodist
Tyjae Spears,Tyjae Spears,TEN,Tennessee,1014,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Tulane
Tank Bigsby,Cartavious Bigsby,JAX,Jacksonville,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Auburn
Blake Corum,Blake Corum,LAR,LA Rams,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Michigan
Jordan Addison,Jordan Addison,MIN,Minnesota,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern California
Trey Benson,Trey Benson,ARI,Arizona,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Florida State
Sam LaPorta,Sam LaPorta,DET,Detroit,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Iowa
Xavier Legette,Xavier Legette,CAR,Carolina,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,South Carolina
Jarius Monroe,Jarius Monroe,NYJ,NY Jets,1014,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,Tulane
Bijan Robinson,Bijan Robinson,ATL,Atlanta,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Texas
Parker Washington,Parker Washington,JAX,Jacksonville,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Penn State
John Metchie III,John Metchie,HOU,Houston,1014,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Alabama
Justin Eboigbe,Justin Eboigbe,LAC,LA Chargers,1014,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,DT,Alabama
AJ Barner,AJ Barner,SEA,Seattle,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Michigan
Mitchell Agude,Mitchell Agude,DET,Detroit,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0,LB,Miami
Ladd McConkey,Ladd McConkey,LAC,LA Chargers,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Georgia
Drew Sanders,Drew Sanders,DEN,Denver,1014,2,1,1,2,1.0,11,1,0,0,0,0,0,0,0,0,LB,Arkansas
Marvin Mims Jr.,Marvin Mims,DEN,Denver,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Oklahoma
Josh Downs,Josh Downs,IND,Indianapolis,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,North Carolina
Jake Bates,Jake Bates,DET,Detroit,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,K,Arkansas
Ben Sinnott,Ben Sinnott,WSH,Washington,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Kansas State
Devontez Walker,Devontez Walker,BAL,Baltimore,1014,7,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,North Carolina
Julius Wood,Julius Wood,TEN,Tennessee,1014,9,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,East Carolina
Daijahn Anthony,Daijahn Anthony,CIN,Cincinnati,1014,11,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0,DB,Mississippi
Nick Folk,Nick Folk,TEN,Tennessee,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Arizona
Joe Flacco,Joe Flacco,IND,Indianapolis,1132,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Delaware
Graham Gano,Graham Gano,NYG,NY Giants,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Florida State
Trent Williams,Trent Williams,SF,San Francisco,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Oklahoma
Bryan Anger,Bryan Anger,DAL,Dallas,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,California
Johnny Hekker,Johnny Hekker,CAR,Carolina,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Oregon State
Charley Hughlett,Charley Hughlett,CLE,Cleveland,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Central Florida
Justin Tucker,Justin Tucker,BAL,Baltimore,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Texas
Greg Van Roten,Greg Van Roten,NYG,NY Giants,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Pennsylvania
DeAndre Hopkins,DeAndre Hopkins,KC/TEN,Kansas City,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Clemson
Travis Kelce,Travis Kelce,KC,Kansas City,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Cincinnati
Brandon McManus,Brandon McManus,GB,Green Bay,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Temple
Adam Thielen,Adam Thielen,CAR,Carolina,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Mankato State
James Winchester,James Winchester,KC,Kansas City,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Oklahoma
Mike Evans,Mike Evans,TB,Tampa Bay,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas A&M
Jordan Matthews,Jordan Matthews,CAR,Carolina,1132,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Vanderbilt
Taysom Hill,Taysom Hill,NO,New Orleans,1132,8,1,0,1,0.0,0,1,0,0,0,0,0,1,0,0,TE,Brigham Young
Jason Myers,Jason Myers,SEA,Seattle,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Marist
MyCole Pruitt,MyCole Pruitt,PIT,Pittsburgh,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Southern Illinois
Chris Manhertz,Chris Manhertz,NYG,NY Giants,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Canisius
Brandon Allen,Brandon Allen,SF,San Francisco,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Arkansas
C.J. Uzomah,C.J. Uzomah,PHI,Philadelphia,1132,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Auburn
Angelo Blackson,Angelo Blackson,ARI,Arizona,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DT,Auburn
Robbie Chosen,Reid Ferguson,MIA,Buffalo Bills,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,LSU
Shaq Mason,Shaquille Mason,HOU,Houston,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Georgia Tech
Dak Prescott,Dak Prescott,DAL,Dallas,1132,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Mississippi State
Jameis Winston,Jameis Winston,CLE,Cleveland,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Florida State
Ka'imi Fairbairn,Ka'imi Fairbairn,HOU,Houston,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,UCLA
Kevon Seymour,Kevon Seymour,WSH,Washington,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southern California
Patrick Ricard,Patrick Ricard,BAL,Baltimore,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Maine
Alex Barrett,Alex Barrett,SF,San Francisco,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DE,San Diego State
Stefon Diggs,Stefon Diggs,HOU,Houston,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Maryland
Reid Ferguson,Reid Ferguson,BUF,Buffalo,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Louisiana State
Mark Glowinski,Mark Glowinski,IND,Indianapolis,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,West Virginia
Bradley Pinion,Bradley Pinion,ATL,Atlanta,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Clemson
Zach Pascal,Zach Pascal,ARI,Arizona,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Old Dominion
Isaac Seumalo,Isaac Seumalo,PIT,Pittsburgh,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Oregon State
Christian Kuntz,Christian Kuntz,PIT,Pittsburgh,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Duquesne
Jack Conklin,Jack Conklin,CLE,Cleveland,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Michigan State
Jamaal Williams,Jamaal Williams,NO,New Orleans,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Brigham Young
Ethan Pocic,Ethan Pocic,CLE,Cleveland,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Louisiana State
Austin Hooper,Austin Hooper,NE,New England,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Stanford
Tyler Boyd,Tyler Boyd,TEN,Tennessee,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Pittsburgh
Geoff Swaim,Geoff Swaim,CLE,Cleveland,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Texas
Jared Goff,Jared Goff,DET,Detroit,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,California
Aaron Stinnie,Aaron Stinnie,NYG,NY Giants,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,James Madison
Anthony Firkser,Anthony Firkser,KC/NYJ,Kansas City,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Harvard
Younghoe Koo,Younghoe Koo,ATL,Atlanta,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Georgia Southern
Ezekiel Elliott,Ezekiel Elliott,DAL,Dallas,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Ohio State
Marquez Valdes-Scantling,Marquez Valdes-Scantling,BUF/NO,New Orleans,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,South Florida
Evan Engram,Evan Engram,JAX,Jacksonville,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Mississippi
Artie Burns,Artie Burns,SEA,Seattle,1132,2,1,0,1,0.0,0,0,2,0,0,0,0,0,0,0,DB,Miami
River Cracraft,River Cracraft,MIA,Miami,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Washington State
Jonnu Smith,Jonnu Smith,MIA,Miami,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Florida International
Bradley Bozeman,Bradley Bozeman,LAC,LA Chargers,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Alabama
Alvin Kamara,Alvin Kamara,NO,New Orleans,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Tennessee
Alex Cappa,Alex Cappa,CIN,Cincinnati,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Humboldt State
Jermaine Eluemunor,Jermaine Eluemunor,NYG,NY Giants,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Texas A&M
Cam Robinson,Cam Robinson,MIN/JAX,Minnesota,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Alabama
Jakob Johnson,Chauncey Gardner-Johnson,NYG,Philadelphia,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Florida
Logan Cooke,Logan Cooke,JAX,Jacksonville,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Mississippi State
Elgton Jenkins,Elgton Jenkins,GB,Green Bay,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Mississippi State
Joe Mixon,Joe Mixon,HOU,Houston,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Oklahoma
Ross Dwelley,Ross Dwelley,ATL,Atlanta,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,San Diego
JuJu Smith-Schuster,JuJu Smith-Schuster,KC,Kansas City,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern California
Dallas Goedert,Dallas Goedert,PHI,Philadelphia,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,South Dakota State
Terry McLaurin,Terry McLaurin,WSH,Washington,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Ohio State
Khari Blasingame,Khari Blasingame,CHI/PHI,Philadelphia,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Vanderbilt
Jackson Barton,Jackson Barton,ARI,Arizona,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Utah
Braxton Berrios,Braxton Berrios,MIA,Miami,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Miami
Oshane Ximines,Oshane Ximines,NE,New England,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Old Dominion
Jason Sanders,Jason Sanders,MIA,Miami,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,New Mexico
Nik Needham,Nik Needham,MIA,Miami,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Texas-El Paso
Deebo Samuel Sr.,Deebo Samuel,SF,San Francisco,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,South Carolina
Josh Woods,Josh Woods,ATL,Atlanta,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Maryland
Allen Lazard,Allen Lazard,NYJ,NY Jets,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Iowa State
Evan Brown,Evan Brown,ARI,Arizona,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Southern Methodist
Matthew Wright,Jauan Jennings,KC/SF,San Francisco 49ers,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Tennessee
Jordan Akins,Jordan Akins,CLE,Cleveland,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Central Florida
D'Ernest Johnson,D'Ernest Johnson,JAX,Jacksonville,1132,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,South Florida
Chris Brooks,Christopher Brooks,GB,Green Bay,1132,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Brigham Young
Chris Lindstrom,Chris Lindstrom,ATL,Atlanta,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Boston College
KaVontae Turpin,KaVontae Turpin,DAL,Dallas,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas Christian
Tanner Muse,Tanner McCalister,JAX,Denver,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Ohio State
Connor Williams,Kevin Dotson,SEA,Los Angeles Rams,1132,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,Guard,Louisiana
Blake Ferguson,Blake Ferguson,MIA,Miami,1132,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Louisiana State
Jauan Jennings,Jauan Jennings,SF,San Francisco,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Tennessee
Scotty Miller,Scott Miller,PIT,Pittsburgh,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Bowling Green
DJ Moore,D.J. Moore,CHI,Chicago,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Maryland
Duke Shelley,Michael Dickson,NYG,Seattle Seahawks,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Texas
Tony Pollard,Tony Pollard,TEN,Tennessee,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Memphis
James Proche II,James Proche,CLE,Cleveland,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern Methodist
Tyler Bass,Tyler Bass,BUF,Buffalo,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Georgia Southern
Kevin Dotson,Kevin Dotson,LAR,LA Rams,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Louisiana-Lafayette
Daniel Jones,Daniel Jones,NYG,Minnesota,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Duke
