Player,Position,Team,College
Deshaun Watson,QB,Cleveland,Clemson
Jaylen Watson,DB,Kansas City,Washington State
Justin Watson,WR,Kansas City,Pennsylvania
Nathaniel Watson,LB,Cleveland,Mississippi State
T.J. Watt,LB,Pittsburgh,Wisconsin
Luke Wattenberg,C,Denver,Washington
Armon Watts,DT,NY Giants,Arkansas
Eric Watts,DE,NY Jets,Connecticut
Markees Watts,LB,Tampa Bay,North Carolina-Charlotte
Ryan Watts,DB,Pittsburgh,Texas
Tress Way,P,Washington,Oklahoma
Jared Wayne,WR,Houston,Pittsburgh
Rashad Weaver,LB,LA Rams,Pittsburgh
Xavier Weaver,WR,Arizona,Colorado
Sam Webb,DB,Las Vegas,Missouri Western State
Nsimba Webster,WR,Chicago,Eastern Washington
Jonathan Weeks,LS,Houston,Baylor
Kristian Welch,LB,Baltimore,Iowa
Treyton Welch,TE,New Orleans,Wyoming
Julius Welschof,LB,Pittsburgh,North Carolina-Charlotte
Carson Wentz,QB,Kansas City,North Dakota State
Pete Werner,LB,New Orleans,Ohio State
Nick Westbrook,WR,Tennessee,Indiana
Jack Westover,TE,New England,Washington
Tershawn Wharton,DT,Kansas City,Missouri-Rolla
Tyrus Wheat,DE,Dallas,Mississippi State
Tyrone Wheatley Jr.,OT,Atlanta,Morgan State
Ian Wheeler,RB,Chicago,Howard
Daniel Whelan,P,Green Bay,California-Davis
Cody White,WR,Seattle,Michigan State
DaShaun White,LB,San Francisco,Oklahoma
David White,WR,Jacksonville,Western Carolina
Devin White,LB,Houston,Louisiana State
Keion White,DE,New England,Georgia Tech
Kyzir White,LB,Arizona,West Virginia
Mike White,QB,Buffalo,Western Kentucky
Rachaad White,RB,Tampa Bay,Arizona State
Tre'Davious White,DB,Baltimore,Louisiana State
Zamir White,RB,Las Vegas,Georgia
Cody Whitehair,OG,Las Vegas,Kansas State
Jordan Whitehead,DB,Tampa Bay,Pittsburgh
Blake Whiteheart,TE,Cleveland,Wake Forest
Benton Whitley,LB,NY Giants,Holy Cross
Jordan Whittington,WR,LA Rams,Texas
Josh Whyle,TE,Tennessee,Cincinnati
Dontayvion Wicks,WR,Green Bay,Virginia
Nate Wiggins,DB,Baltimore,Clemson
Mitchell Wilcox,TE,New England,South Florida
Jared Wiley,TE,Kansas City,Texas Christian
Michael Wiley,RB,Washington,Arizona
Kristian Wilkerson,WR,Las Vegas,Southeast Missouri State
Christian Wilkins,DT,Las Vegas,Clemson
Elijah Wilkinson,OG,Atlanta,Massachusetts
Avery Williams,RB,Atlanta,Boise State
Bucky Williams,C,LA Chargers,Appalachian State
Caleb Williams,QB,Chicago,Southern California
Chris Williams,DT,Chicago,Wagner
D.J. Williams,RB,Tampa Bay,Arizona
Damarion Williams,DB,Seattle,Houston
Darious Williams,DB,LA Rams,Alabama-Birmingham
Dee Williams,DB,NY Giants,Tennessee
DeShawn Williams,DE,Carolina,Clemson
Dorian Williams,LB,Buffalo,Tulane
Evan Williams,DB,Green Bay,Oregon
Garrett Williams,DB,Arizona,Syracuse
Isaiah Williams,WR,Cincinnati,Illinois
Jamaal Williams,RB,New Orleans,Brigham Young
James Williams,LB,Tennessee,Miami
Jameson Williams,WR,Detroit,Alabama
Javonte Williams,RB,Denver,North Carolina
Jonah Williams,OT,Arizona,Alabama
Jonah Williams,DE,Detroit,Weber State
Joshua Williams,DB,Kansas City,Fayetteville State
Kyren Williams,RB,LA Rams,Notre Dame
Leonard Williams,DE,Seattle,Southern California
Marcus Williams,DB,Baltimore,Utah
Mike Williams,WR,Pittsburgh,Clemson
Milton Williams,DT,Philadelphia,Louisiana Tech
Quincy Williams,LB,NY Jets,Murray State
Quinnen Williams,DT,NY Jets,Alabama
Raequan Williams,DT,Carolina,Michigan State
Sam Williams,DE,Dallas,Mississippi
Seth Williams,WR,Dallas,Auburn
Trayveon Williams,RB,Cincinnati,Texas A&M
Trent Williams,OT,San Francisco,Oklahoma
Kendall Williamson,DB,LA Chargers,Stanford
Brayden Willis,TE,San Francisco,Oklahoma
Malik Willis,QB,Green Bay,Liberty
Jedrick Wills,OT,Cleveland,Alabama
Cedrick Wilson,WR,New Orleans,Boise State
Divaad Wilson,DB,NY Giants,Central Florida
Donovan Wilson,DB,Dallas,Texas A&M
Emanuel Wilson,RB,Green Bay,Fort Valley State
Eric Wilson,LB,Green Bay,Cincinnati
Garrett Wilson,WR,NY Jets,Ohio State
Jeffery Wilson,RB,Miami,North Texas
Joel Wilson,TE,Chicago,Central Michigan
Johnny Wilson,WR,Philadelphia,Florida State
Logan Wilson,LB,Cincinnati,Wyoming
Mack Wilson,LB,Arizona,Alabama
Marco Wilson,DB,Cincinnati,Florida
Michael Wilson,WR,Arizona,Stanford
Payton Wilson,LB,Pittsburgh,North Carolina State
Roman Wilson,WR,Pittsburgh,Michigan
Russell Wilson,QB,Pittsburgh,Wisconsin
Tyree Wilson,DE,Las Vegas,Texas Tech
Zach Wilson,QB,Denver,Brigham Young
James Winchester,LS,Kansas City,Oklahoma
Jacoby Windmon,LB,Carolina,Michigan State
Antoine Winfield,DB,Tampa Bay,Minnesota
Juwann Winfree,WR,Indianapolis,Colorado
Andrew Wingard,DB,Jacksonville,Wyoming
Mekhi Wingo,DT,Detroit,Louisiana State
Easop Winston,WR,NY Jets,Washington State
Jameis Winston,QB,Cleveland,Florida State
Dee Winters,LB,San Francisco,Texas Christian
Tristan Wirfs,OT,Tampa Bay,Iowa
Rashad Wisdom,DB,Tampa Bay,Texas-San Antonio
Deatrich Wise,DE,New England,Arkansas
Mitch Wishnowsky,P,San Francisco,Utah
Ahkello Witherspoon,DB,LA Rams,Colorado
Devon Witherspoon,DB,Seattle,Illinois
Charlie Woerner,TE,Atlanta,Georgia
John Wolford,QB,Jacksonville,Wake Forest
Sam Womack,DB,Indianapolis,Toledo
D.J. Wonnum,LB,Carolina,South Carolina
Julius Wood,DB,Tennessee,East Carolina
Zach Wood,LS,New Orleans,Southern Methodist
Colby Wooden,DE,Green Bay,Auburn
A.J. Woods,DB,Philadelphia,Pittsburgh
Charles Woods,DB,LA Rams,Southern Methodist
Jelani Woods,TE,Indianapolis,Virginia
Josh Woods,LB,Atlanta,Maryland
JT Woods,DB,Chicago,Baylor
Michael Woods,WR,Cleveland,Oklahoma
Robert Woods,WR,Houston,Southern California
Xavier Woods,DB,Carolina,Louisiana Tech
Logan Woodside,QB,Cincinnati,Toledo
Tariq Woolen,DB,Seattle,Texas-San Antonio
Chandler Wooten,LB,San Francisco,Auburn
Daryl Worley,DB,Tennessee,West Virginia
Chris Wormley,DE,Baltimore,Michigan
Xavier Worthy,WR,Kansas City,Texas
Alex Wright,DE,Cleveland,Alabama-Birmingham
Brock Wright,TE,Detroit,Notre Dame
Darnell Wright,OT,Chicago,Tennessee
Jaylen Wright,RB,Miami,Tennessee
Nahshon Wright,DB,Minnesota,Oregon State
Owen Wright,RB,Baltimore,Monmouth
Rejzohn Wright,DB,New Orleans,Oregon State
Ryan Wright,P,Minnesota,Tulane
Devonte Wyatt,DT,Green Bay,Georgia
Andrew Wylie,OT,Washington,Eastern Michigan
Isaiah Wynn,OG,Miami,Georgia
Luke Wypler,C,Cleveland,Ohio State
Oshane Ximines,LB,New England,Old Dominion
Rock Ya-Sin,DB,San Francisco,Temple
Colson Yankoff,TE,Washington,UCLA
Thomas Yassmin,TE,Denver,Utah
Russ Yeast,DB,Houston,Kansas State
Kenny Yeboah,TE,NY Jets,Mississippi
Isaac Yiadom,DB,San Francisco,Boston College
Cade York,K,Cincinnati,Louisiana State
Bryce Young,QB,Carolina,Alabama
Byron Young,DT,Philadelphia,Alabama
Byron Young,LB,LA Rams,Tennessee
Cameron Young,DT,Seattle,Mississippi State
Chase Young,DE,New Orleans,Ohio State
Dareke Young,WR,Seattle,Lenoir-Rhyne
Landon Young,OT,New Orleans,Kentucky
Olamide Zaccheaus,WR,Washington,Virginia
Nick Zakelj,OT,San Francisco,Fordham
Bailey Zappe,QB,Cleveland,Western Kentucky
Chandler Zavala,OG,Carolina,North Carolina State
Kevin Zeitler,OG,Detroit,Wisconsin
Kilian Zierer,OT,Houston,Auburn
Zak Zinter,OG,Cleveland,Michigan
Greg Zuerlein,K,NY Jets,Missouri Western State
Shane Zylstra,TE,Detroit,Minnesota State
